gender;age;person;became_member_on;income;total_amount;total_rewarded;transactions_num;offers_received;offers_viewed;offers_completed;bogo_received;bogo_viewed;bogo_completed;discount_received;discount_viewed;discount_completed;informational_received;informational_viewed;total_bogo;total_discount;avg_order_size;avg_reward_size;avg_bogo_size;avg_discount_size;offers_rr;offers_cvr;bogo_rr;bogo_cvr;discount_rr;discount_cvr;informational_rr
M;73.0;0ba6e2ad781c4429afd26cf0b35f2d11;2018;51000.0;23.43;2.0;9;5.0;4.0;1.0;1.0;1.0;0.0;2.0;1.0;1.0;2.0;2.0;0.0;2.0;2.6;2.0;0.0;2.0;80.0;25.0;100.0;0.0;50.0;100.0;100.0
;;53bac762af27471eb294ff89ca1bae2c;2016;;16.46;2.0;7;5.0;5.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;3.0;3.0;0.0;2.0;2.35;2.0;0.0;2.0;100.0;20.0;100.0;0.0;100.0;100.0;100.0
F;50.0;b5abc1e85be84f43937b4fca0ad238cb;2017;93000.0;297.29;2.0;12;5.0;5.0;1.0;1.0;1.0;0.0;3.0;3.0;1.0;1.0;1.0;0.0;2.0;24.77;2.0;0.0;2.0;100.0;20.0;100.0;0.0;100.0;33.33;100.0
F;90.0;1c587de019994f93a242c6864fd7bc55;2015;98000.0;80.03;0.0;3;4.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;26.68;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
F;68.0;3f4e408b0b2d4ea89dd16d7437d867c1;2016;84000.0;34.04;0.0;2;5.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;17.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
M;60.0;13bda8fbd70a4814b956df1d55320398;2017;64000.0;44.13999999999999;5.0;12;3.0;2.0;1.0;2.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;5.0;0.0;3.68;5.0;5.0;0.0;66.67;50.0;100.0;50.0;0.0;0.0;0.0
M;45.0;b19c8e7ac2ff40ae92b4fcf3247f8912;2017;54000.0;11.51;0.0;6;5.0;3.0;0.0;2.0;2.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;1.92;0.0;0.0;0.0;60.0;0.0;100.0;0.0;50.0;0.0;0.0
M;66.0;21c73d53e2a74bb1b4dc172bff2b1aad;2016;49000.0;200.93;18.0;18;6.0;5.0;3.0;2.0;2.0;2.0;3.0;2.0;1.0;1.0;1.0;15.0;3.0;11.16;6.0;7.5;3.0;83.33;60.0;100.0;100.0;66.67;50.0;100.0
;;488773cae11f4b71875bfccd4e3e99f2;2017;;21.4;0.0;10;5.0;1.0;0.0;1.0;0.0;0.0;2.0;1.0;0.0;2.0;0.0;0.0;0.0;2.14;0.0;0.0;0.0;20.0;0.0;0.0;0.0;50.0;0.0;0.0
;;182e68952b474700b171e21b85c258ac;2017;;1.09;0.0;2;6.0;6.0;0.0;4.0;4.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.55;0.0;0.0;0.0;100.0;0.0;100.0;0.0;100.0;0.0;100.0
F;19.0;1abeb816d9fa49b4b5b5ae51bc3d24c3;2016;73000.0;202.75;4.0;11;5.0;3.0;2.0;1.0;1.0;0.0;3.0;2.0;2.0;1.0;0.0;0.0;4.0;18.43;2.0;0.0;2.0;60.0;66.67;100.0;0.0;66.67;100.0;0.0
F;66.0;92e07c49ee7448fca6e48df0c96e3eec;2018;58000.0;163.53000000000003;3.0;10;5.0;4.0;1.0;2.0;2.0;0.0;1.0;1.0;1.0;2.0;1.0;0.0;3.0;16.35;3.0;0.0;3.0;80.0;25.0;100.0;0.0;100.0;100.0;50.0
F;72.0;f8aedd0cbea0419c806842b4265b82e5;2016;72000.0;201.92000000000002;30.0;12;6.0;5.0;5.0;4.0;3.0;3.0;2.0;2.0;2.0;0.0;0.0;25.0;5.0;16.83;6.0;8.33;2.5;83.33;100.0;75.0;100.0;100.0;100.0;0.0
;;5e9c83e8ab4d4e9ca83f3256d83ca756;2016;;25.14;0.0;13;5.0;2.0;0.0;3.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.93;0.0;0.0;0.0;40.0;0.0;66.67;0.0;0.0;0.0;0.0
M;76.0;a9780228a1d04539afdee8b745e4be10;2016;63000.0;224.76;9.0;13;5.0;5.0;3.0;1.0;1.0;0.0;3.0;3.0;3.0;1.0;1.0;0.0;9.0;17.29;3.0;0.0;3.0;100.0;60.0;100.0;0.0;100.0;100.0;100.0
M;52.0;94f14dcfedba47e18b7efca13dd7574b;2017;78000.0;117.91999999999999;22.0;6;5.0;3.0;3.0;3.0;2.0;2.0;2.0;1.0;1.0;0.0;0.0;20.0;2.0;19.65;7.33;10.0;2.0;60.0;100.0;66.67;100.0;50.0;100.0;0.0
M;55.0;8a4bc602e4424ab6b16f0b907f2f22af;2017;31000.0;30.729999999999997;0.0;5;4.0;2.0;0.0;3.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;6.15;0.0;0.0;0.0;50.0;0.0;66.67;0.0;0.0;0.0;0.0
F;39.0;6d28f18e91324d358d69d1e4b01f1ace;2017;60000.0;705.5;7.0;12;4.0;4.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;5.0;2.0;58.79;3.5;5.0;2.0;100.0;50.0;100.0;50.0;100.0;100.0;100.0
F;45.0;52f0bd64403f4958ab8fe9a6947c13c3;2016;44000.0;163.70999999999998;2.0;16;6.0;1.0;1.0;4.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0;2.0;10.23;2.0;0.0;2.0;16.67;100.0;0.0;0.0;50.0;100.0;0.0
F;57.0;93e67942586e43fb87d5ffb1ead8db41;2017;114000.0;184.82;22.0;8;6.0;5.0;4.0;4.0;4.0;3.0;1.0;1.0;1.0;1.0;0.0;20.0;2.0;23.1;5.5;6.67;2.0;83.33;80.0;100.0;75.0;100.0;100.0;0.0
M;74.0;e641af076cc54529bec6ab61fc25f4a6;2018;48000.0;6.86;0.0;3;3.0;1.0;0.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.29;0.0;0.0;0.0;33.33;0.0;100.0;0.0;0.0;0.0;0.0
M;18.0;716a961d2afb4c1d8307522a8cbb4f07;2016;47000.0;275.61;8.0;22;6.0;4.0;3.0;2.0;1.0;0.0;4.0;3.0;3.0;0.0;0.0;0.0;8.0;12.53;2.67;0.0;2.67;66.67;75.0;50.0;0.0;75.0;100.0;0.0
M;53.0;13033baa9d294c3c9165a00d71b72614;2017;96000.0;138.84;13.0;5;5.0;5.0;4.0;2.0;2.0;1.0;3.0;3.0;3.0;0.0;0.0;5.0;8.0;27.77;3.25;5.0;2.67;100.0;80.0;100.0;50.0;100.0;100.0;0.0
F;59.0;15953663abf54181adf1fd4c39442b85;2017;98000.0;112.04;2.0;4;3.0;1.0;1.0;0.0;0.0;0.0;3.0;1.0;1.0;0.0;0.0;0.0;2.0;28.01;2.0;0.0;2.0;33.33;100.0;0.0;0.0;33.33;100.0;0.0
M;57.0;0ac5ffb0f1624297a453494b845e1a91;2014;46000.0;34.22;0.0;10;4.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;3.42;0.0;0.0;0.0;25.0;0.0;100.0;0.0;0.0;0.0;0.0
F;51.0;1a353048b0884fc5a0afa27677ef1e80;2017;56000.0;40.94;3.0;7;5.0;4.0;1.0;1.0;0.0;0.0;2.0;2.0;1.0;2.0;2.0;0.0;3.0;5.85;3.0;0.0;3.0;80.0;25.0;0.0;0.0;100.0;50.0;100.0
;;c099206f76b1414db7552f163520053c;2015;;22.92;0.0;10;5.0;5.0;0.0;3.0;3.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;2.29;0.0;0.0;0.0;100.0;0.0;100.0;0.0;100.0;0.0;100.0
;;e6d3eebb535e44aca1323edde5c346fa;2017;;15.020000000000001;0.0;11;4.0;4.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;2.0;2.0;0.0;0.0;1.37;0.0;0.0;0.0;100.0;0.0;100.0;0.0;100.0;0.0;100.0
F;64.0;2cf5895bddf9467e878c6d51a622d5fb;2017;37000.0;51.37000000000001;12.0;7;5.0;5.0;3.0;4.0;4.0;2.0;1.0;1.0;1.0;0.0;0.0;10.0;2.0;7.34;4.0;5.0;2.0;100.0;60.0;100.0;50.0;100.0;100.0;0.0
M;71.0;6747dda08bed46298c23e05b64820a3a;2017;57000.0;30.14;0.0;12;4.0;3.0;0.0;2.0;2.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;2.51;0.0;0.0;0.0;75.0;0.0;100.0;0.0;0.0;0.0;100.0
F;64.0;f35b342b24734da18a830bb9329a4fbd;2017;66000.0;50.349999999999994;2.0;4;4.0;4.0;1.0;2.0;2.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;2.0;12.59;2.0;0.0;2.0;100.0;25.0;100.0;0.0;100.0;100.0;100.0
M;83.0;4c29d22467af4d7faa137c4eedd65340;2018;46000.0;16.77;0.0;5;5.0;5.0;0.0;3.0;3.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;3.35;0.0;0.0;0.0;100.0;0.0;100.0;0.0;100.0;0.0;100.0
M;26.0;e997a086fc13446da2aa9070d98d191a;2017;71000.0;13.799999999999999;0.0;4;5.0;3.0;0.0;2.0;1.0;0.0;2.0;1.0;0.0;1.0;1.0;0.0;0.0;3.45;0.0;0.0;0.0;60.0;0.0;50.0;0.0;50.0;0.0;100.0
;;baba98dba43e42ae8e86cbd70725e201;2016;;13.090000000000002;0.0;14;4.0;3.0;0.0;1.0;1.0;0.0;2.0;1.0;0.0;1.0;1.0;0.0;0.0;0.94;0.0;0.0;0.0;75.0;0.0;100.0;0.0;50.0;0.0;100.0
F;29.0;17af917bb842480e925e49a8ca08c1f8;2018;58000.0;30.479999999999997;0.0;12;5.0;4.0;0.0;1.0;1.0;0.0;3.0;3.0;0.0;1.0;0.0;0.0;0.0;2.54;0.0;0.0;0.0;80.0;0.0;100.0;0.0;100.0;0.0;0.0
M;43.0;bf8d7498eb32431ab3fedaa14b7d3a0d;2017;70000.0;2.03;0.0;1;4.0;3.0;0.0;2.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;2.03;0.0;0.0;0.0;75.0;0.0;100.0;0.0;50.0;0.0;0.0
F;89.0;3dae0eadb47149b0b9b548d14548524b;2018;65000.0;124.82000000000001;14.0;7;4.0;4.0;3.0;1.0;1.0;1.0;2.0;2.0;2.0;1.0;1.0;10.0;4.0;17.83;4.67;10.0;2.0;100.0;75.0;100.0;100.0;100.0;100.0;100.0
F;49.0;5404741ead9442bdbd4b9aa2273e85af;2018;79000.0;24.93;5.0;2;5.0;5.0;1.0;2.0;2.0;1.0;2.0;2.0;0.0;1.0;1.0;5.0;0.0;12.46;5.0;5.0;0.0;100.0;20.0;100.0;50.0;100.0;0.0;100.0
M;79.0;81e9ad5fa55a4884b65e01a5db8f1b4e;2016;67000.0;317.03000000000003;15.0;18;4.0;3.0;2.0;3.0;3.0;2.0;0.0;0.0;0.0;1.0;0.0;15.0;0.0;17.61;7.5;7.5;0.0;75.0;66.67;100.0;66.67;0.0;0.0;0.0
F;55.0;b2f1cd155b864803ad8334cdf13c4bd2;2017;94000.0;195.35000000000002;2.0;8;5.0;5.0;1.0;1.0;1.0;0.0;2.0;2.0;1.0;2.0;2.0;0.0;2.0;24.42;2.0;0.0;2.0;100.0;20.0;100.0;0.0;100.0;50.0;100.0
M;55.0;37a97f6e09784a07bbb67bc6539f1a00;2017;66000.0;272.23;10.0;19;5.0;3.0;1.0;2.0;2.0;1.0;0.0;0.0;0.0;3.0;1.0;10.0;0.0;14.33;10.0;10.0;0.0;60.0;33.33;100.0;50.0;0.0;0.0;33.33
M;45.0;77927096ab4144fa930b4cadd4773cc2;2017;31000.0;16.459999999999997;0.0;5;4.0;3.0;0.0;2.0;2.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;3.29;0.0;0.0;0.0;75.0;0.0;100.0;0.0;0.0;0.0;100.0
M;52.0;acbc358a8bf44ba88d0de1f2bec5b2ab;2018;30000.0;9.8;0.0;5;4.0;2.0;0.0;2.0;2.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.96;0.0;0.0;0.0;50.0;0.0;100.0;0.0;0.0;0.0;0.0
M;39.0;8ca29d07b300474786a6016fe76174dd;2016;55000.0;156.54;0.0;9;4.0;3.0;0.0;4.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17.39;0.0;0.0;0.0;75.0;0.0;75.0;0.0;0.0;0.0;0.0
M;77.0;88baa20c29a94178a43a7d68e5f039d4;2018;69000.0;60.25;0.0;3;4.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;20.08;0.0;0.0;0.0;25.0;0.0;100.0;0.0;0.0;0.0;0.0
M;66.0;a2bd377c7ab74d93bbfd87f70043a9f8;2018;60000.0;30.9;3.0;6;5.0;3.0;1.0;2.0;1.0;0.0;2.0;1.0;1.0;1.0;1.0;0.0;3.0;5.15;3.0;0.0;3.0;60.0;33.33;50.0;0.0;50.0;100.0;100.0
F;69.0;23f9e3baf42b43148fee9bbbc3530c7a;2017;87000.0;53.21;5.0;2;4.0;4.0;1.0;3.0;3.0;1.0;1.0;1.0;0.0;0.0;0.0;5.0;0.0;26.6;5.0;5.0;0.0;100.0;25.0;100.0;33.33;100.0;0.0;0.0
M;74.0;8486e692a5f94d179d507eaca848ecbd;2014;53000.0;55.13;2.0;4;2.0;2.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;2.0;13.78;2.0;0.0;2.0;100.0;50.0;100.0;0.0;100.0;100.0;0.0
;;58748c1cf9f746838c6ec62acdff28ad;2016;;9.7;0.0;6;4.0;4.0;0.0;1.0;1.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;1.62;0.0;0.0;0.0;100.0;0.0;100.0;0.0;100.0;0.0;0.0
F;75.0;49f22e86d2db41878778d70958dc744e;2018;87000.0;114.70000000000002;9.0;5;5.0;5.0;3.0;1.0;1.0;0.0;4.0;4.0;3.0;0.0;0.0;0.0;9.0;22.94;3.0;0.0;3.0;100.0;60.0;100.0;0.0;100.0;75.0;0.0
F;59.0;28de174a5c854dd1be3187dc6edae45b;2015;85000.0;193.10000000000002;7.0;7;6.0;5.0;2.0;1.0;1.0;1.0;4.0;3.0;1.0;1.0;1.0;5.0;2.0;27.59;3.5;5.0;2.0;83.33;40.0;100.0;100.0;75.0;33.33;100.0
M;47.0;a1eb338ccbca4cc88c9366939f16d819;2013;66000.0;74.17;2.0;5;3.0;3.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;2.0;14.83;2.0;0.0;2.0;100.0;33.33;100.0;0.0;100.0;100.0;100.0
M;20.0;220a39cdfd6b41268c43a2e588fcb7e0;2018;69000.0;0.87;0.0;1;4.0;2.0;0.0;2.0;1.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.87;0.0;0.0;0.0;50.0;0.0;50.0;0.0;50.0;0.0;0.0
M;60.0;0c89378f14804b42b6e63e4dc26e8d3e;2017;108000.0;127.28;7.0;4;4.0;4.0;2.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;5.0;2.0;31.82;3.5;5.0;2.0;100.0;50.0;100.0;100.0;100.0;50.0;100.0
M;65.0;464d2302b99b46ad8eb3e42e1b849c24;2018;61000.0;24.0;2.0;6;5.0;2.0;1.0;0.0;0.0;0.0;3.0;2.0;1.0;2.0;0.0;0.0;2.0;4.0;2.0;0.0;2.0;40.0;50.0;0.0;0.0;66.67;50.0;0.0
M;33.0;3f36bc1d5fc0499b9f96f62348f0f9b0;2015;43000.0;19.78;0.0;8;4.0;1.0;0.0;0.0;0.0;0.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;2.47;0.0;0.0;0.0;25.0;0.0;0.0;0.0;25.0;0.0;0.0
F;39.0;fe97aa22dd3e48c8b143116a8403dd52;2017;67000.0;562.7699999999999;0.0;11;5.0;5.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;4.0;4.0;0.0;0.0;51.16;0.0;0.0;0.0;100.0;0.0;0.0;0.0;100.0;0.0;100.0
M;49.0;dbca75f289544e09836322ba2e104854;2018;59000.0;38.260000000000005;5.0;6;3.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;5.0;0.0;6.38;5.0;5.0;0.0;66.67;50.0;100.0;100.0;100.0;0.0;0.0
M;68.0;c863af14b3654499b1caea5e640136d2;2018;58000.0;17.19;0.0;2;5.0;5.0;0.0;1.0;1.0;0.0;3.0;3.0;0.0;1.0;1.0;0.0;0.0;8.6;0.0;0.0;0.0;100.0;0.0;100.0;0.0;100.0;0.0;100.0
M;42.0;d7dc31e069124ef49e1bb937cb89f41c;2017;80000.0;53.74000000000001;10.0;3;3.0;3.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;2.0;2.0;10.0;0.0;17.91;10.0;10.0;0.0;100.0;33.33;100.0;100.0;0.0;0.0;100.0
M;72.0;1827da57bb924833a6f73c79b5f2bbc5;2018;33000.0;8.14;0.0;5;6.0;3.0;0.0;3.0;2.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;1.63;0.0;0.0;0.0;50.0;0.0;66.67;0.0;33.33;0.0;0.0
F;18.0;721eb06ac285463aa6e1184e0ea9b7f0;2017;49000.0;30.47;6.0;10;5.0;3.0;2.0;1.0;1.0;0.0;4.0;2.0;2.0;0.0;0.0;0.0;6.0;3.05;3.0;0.0;3.0;60.0;66.67;100.0;0.0;50.0;100.0;0.0
F;32.0;d594b1f288674594a02c8527e5837ade;2018;42000.0;71.19;0.0;7;2.0;1.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.17;0.0;0.0;0.0;50.0;0.0;50.0;0.0;0.0;0.0;0.0
M;67.0;0f54094029ca4107bfd36203aeb3ed14;2017;50000.0;33.07;3.0;3;5.0;5.0;1.0;1.0;1.0;0.0;2.0;2.0;1.0;2.0;2.0;0.0;3.0;11.02;3.0;0.0;3.0;100.0;20.0;100.0;0.0;100.0;50.0;100.0
M;52.0;5f18c5754dc04baaa1267c823f877a85;2018;42000.0;5.4;0.0;3;5.0;2.0;0.0;0.0;0.0;0.0;4.0;1.0;0.0;1.0;1.0;0.0;0.0;1.8;0.0;0.0;0.0;40.0;0.0;0.0;0.0;25.0;0.0;100.0
M;38.0;d8567f1400d8486cb31c6abba64389ec;2017;64000.0;150.94;20.0;9;3.0;2.0;2.0;3.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;20.0;0.0;16.77;10.0;10.0;0.0;66.67;100.0;66.67;100.0;0.0;0.0;0.0
F;60.0;30fae86966114f6e83c3043b22b6b7c4;2018;77000.0;106.91;17.0;5;6.0;5.0;4.0;2.0;2.0;1.0;4.0;3.0;3.0;0.0;0.0;10.0;7.0;21.38;4.25;10.0;2.33;83.33;80.0;100.0;50.0;75.0;100.0;0.0
F;62.0;fd700397b7c8440baa70d5539926c5a0;2017;77000.0;33.46;10.0;2;5.0;3.0;1.0;3.0;2.0;1.0;1.0;1.0;0.0;1.0;0.0;10.0;0.0;16.73;10.0;10.0;0.0;60.0;33.33;66.67;50.0;100.0;0.0;0.0
F;55.0;4293153650e04742b310ac06cd3810e9;2018;51000.0;25.9;5.0;2;4.0;4.0;1.0;1.0;1.0;1.0;2.0;2.0;0.0;1.0;1.0;5.0;0.0;12.95;5.0;5.0;0.0;100.0;25.0;100.0;100.0;100.0;0.0;100.0
M;22.0;2ce2e03319c7446ca9c379b4589da19b;2018;63000.0;19.799999999999997;0.0;6;5.0;5.0;0.0;3.0;3.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;3.3;0.0;0.0;0.0;100.0;0.0;100.0;0.0;100.0;0.0;100.0
M;34.0;4d15a2a5ac134c58971b910b859bec24;2017;41000.0;118.41;12.0;11;4.0;2.0;2.0;1.0;1.0;1.0;3.0;1.0;1.0;0.0;0.0;10.0;2.0;10.76;6.0;10.0;2.0;50.0;100.0;100.0;100.0;33.33;100.0;0.0
M;46.0;127cd9d95e6247e5b92bff64d6205a94;2014;60000.0;105.57999999999998;7.0;26;5.0;4.0;2.0;4.0;3.0;1.0;1.0;1.0;1.0;0.0;0.0;5.0;2.0;4.06;3.5;5.0;2.0;80.0;50.0;75.0;33.33;100.0;100.0;0.0
M;85.0;4e233f02eff840c7a3e5ec15d55d7d23;2018;67000.0;22.18;3.0;5;3.0;2.0;1.0;0.0;0.0;0.0;3.0;2.0;1.0;0.0;0.0;0.0;3.0;4.44;3.0;0.0;3.0;66.67;50.0;0.0;0.0;66.67;50.0;0.0
F;51.0;3ecb372184104ff7bad0f0f60cb56e29;2017;85000.0;180.0;0.0;8;5.0;3.0;0.0;1.0;0.0;0.0;2.0;1.0;0.0;2.0;2.0;0.0;0.0;22.5;0.0;0.0;0.0;60.0;0.0;0.0;0.0;50.0;0.0;100.0
;;770df32893694100afc703ea9c9df401;2015;;25.729999999999997;5.0;7;3.0;3.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;5.0;3.68;5.0;0.0;5.0;100.0;33.33;100.0;0.0;100.0;100.0;100.0
F;53.0;8a37057f57c4495fb98dfcc8b909b09f;2016;85000.0;177.09;7.0;8;5.0;4.0;2.0;2.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;5.0;2.0;22.14;3.5;5.0;2.0;80.0;50.0;100.0;50.0;50.0;100.0;100.0
M;51.0;11da2f066d3943699d10b61fd276fd1a;2016;92000.0;330.9200000000001;17.0;15;5.0;5.0;4.0;2.0;2.0;2.0;3.0;3.0;2.0;0.0;0.0;10.0;7.0;22.06;4.25;5.0;3.5;100.0;80.0;100.0;100.0;100.0;66.67;0.0
;;50b92ea51e2649dfbf7120d5e554e991;2018;;1.6099999999999999;0.0;1;4.0;4.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;1.61;0.0;0.0;0.0;100.0;0.0;100.0;0.0;0.0;0.0;100.0
M;48.0;21b02228cd4441b49bf0b5ff046f4b75;2015;44000.0;58.18;2.0;18;5.0;4.0;1.0;2.0;2.0;0.0;3.0;2.0;1.0;0.0;0.0;0.0;2.0;3.23;2.0;0.0;2.0;80.0;25.0;100.0;0.0;66.67;50.0;0.0
M;52.0;629fc02d56414d91bca360decdfa9288;2018;72000.0;66.05;2.0;3;6.0;6.0;1.0;1.0;1.0;0.0;3.0;3.0;1.0;2.0;2.0;0.0;2.0;22.02;2.0;0.0;2.0;100.0;16.67;100.0;0.0;100.0;33.33;100.0
;;41f9e7e0d8c644bb8b3f9c3a8699dc53;2017;;11.430000000000001;0.0;6;4.0;4.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;1.91;0.0;0.0;0.0;100.0;0.0;100.0;0.0;0.0;0.0;100.0
M;62.0;c87b50fcdd4a4d2faacff6112243a8dd;2016;53000.0;125.56;0.0;10;4.0;3.0;0.0;2.0;2.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;12.56;0.0;0.0;0.0;75.0;0.0;100.0;0.0;0.0;0.0;100.0
M;42.0;91dc71c4e9bd45b0861825c32f5ee8f9;2018;62000.0;12.120000000000001;0.0;4;5.0;1.0;0.0;0.0;0.0;0.0;4.0;1.0;0.0;1.0;0.0;0.0;0.0;3.03;0.0;0.0;0.0;20.0;0.0;0.0;0.0;25.0;0.0;0.0
M;55.0;3bd5ba038a5c46cc94e8cd5e5739c967;2017;65000.0;16.689999999999998;0.0;7;3.0;3.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2.38;0.0;0.0;0.0;100.0;0.0;100.0;0.0;0.0;0.0;100.0
F;27.0;92214286965d4eb1ad14dc8b0b04a20f;2015;50000.0;89.78000000000002;10.0;8;4.0;4.0;1.0;3.0;3.0;1.0;0.0;0.0;0.0;1.0;1.0;10.0;0.0;11.22;10.0;10.0;0.0;100.0;25.0;100.0;33.33;0.0;0.0;100.0
M;68.0;37155a5f4ff248529399c95472186879;2018;107000.0;253.72000000000003;3.0;8;5.0;2.0;1.0;0.0;0.0;0.0;4.0;2.0;1.0;1.0;0.0;0.0;3.0;31.72;3.0;0.0;3.0;40.0;50.0;0.0;0.0;50.0;50.0;0.0
F;74.0;c84fe4915ef74c7f9e81b003d3ecf54c;2017;83000.0;25.69;0.0;1;2.0;1.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.69;0.0;0.0;0.0;50.0;0.0;50.0;0.0;0.0;0.0;0.0
M;77.0;041fd7c6b796430a867c4e03d2ff8f4d;2014;66000.0;87.13;5.0;26;6.0;2.0;2.0;0.0;0.0;0.0;6.0;2.0;2.0;0.0;0.0;0.0;5.0;3.35;2.5;0.0;2.5;33.33;100.0;0.0;0.0;33.33;100.0;0.0
M;35.0;9e91e04b9a344f4e948728bf127967b6;2018;72000.0;261.55999999999995;10.0;14;5.0;3.0;2.0;3.0;3.0;2.0;2.0;0.0;0.0;0.0;0.0;10.0;0.0;18.68;5.0;5.0;0.0;60.0;66.67;100.0;66.67;0.0;0.0;0.0
F;50.0;348bdc19d65f49b8b98f72c59e64cd89;2017;69000.0;184.96;14.0;10;5.0;5.0;3.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;10.0;4.0;18.5;4.67;10.0;2.0;100.0;60.0;100.0;100.0;100.0;100.0;100.0
M;45.0;c74beaa959a742309ba8350b7d472676;2015;94000.0;162.90999999999997;15.0;6;5.0;4.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;2.0;10.0;5.0;27.15;7.5;10.0;5.0;80.0;50.0;100.0;100.0;50.0;100.0;100.0
M;82.0;c79da41557894c7eacc5c0156dc1f4dc;2016;87000.0;155.64;0.0;8;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;19.45;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;100.0
M;40.0;8cc1a1bd309842bfaafd4483d994579b;2013;57000.0;79.94999999999999;3.0;4;4.0;4.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;3.0;3.0;0.0;3.0;19.99;3.0;0.0;3.0;100.0;25.0;0.0;0.0;100.0;100.0;100.0
M;66.0;83e2ccc1d4374c14865e8e2cf16007dd;2018;34000.0;10.6;0.0;4;3.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2.65;0.0;0.0;0.0;66.67;0.0;50.0;0.0;0.0;0.0;100.0
M;52.0;17c803219d1348d4a016691c947de0ed;2018;63000.0;6.18;0.0;2;3.0;2.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;1.0;1.0;0.0;0.0;3.09;0.0;0.0;0.0;66.67;0.0;0.0;0.0;50.0;0.0;100.0
F;57.0;791ffe6d3dc848d2b233129a8096f7ab;2016;89000.0;226.68;2.0;9;5.0;3.0;1.0;1.0;0.0;0.0;4.0;3.0;1.0;0.0;0.0;0.0;2.0;25.19;2.0;0.0;2.0;60.0;33.33;0.0;0.0;75.0;33.33;0.0
